,seller_id,order_completion_day,label
100,0885aaf116795758dfeb5f1032487bcd,6.043478260869565,bir
101,0887a9f087bcd5d9f6642b52f897fc6c,14.333333333333334,beş
102,08ad4ac1388e4420ca531c3edfc46198,6.6,bir
103,08cdbae123ff67ca4e36d9d641ce0119,19.0,altı
104,08d0949a9a17c027262db1f3c450c26c,14.1,beş
105,08d1c9478fb0d7d7fcac9c0da4e82fc7,10.0,üç
106,08d2d642cf72b622b14dde1d2f5eb2f5,15.5,beş
107,08f5819815f3d06545011850bd70f0a8,8.0,iki
108,091065b789659bc3cd9af9cb3a6253ff,11.0,üç
109,093805f8f2aeb63881444571e1f48f30,8.25,iki
110,094ced053e257ae8cae57205592d6712,11.88888888888889,dört
111,0951a6e282947e09cd47969f4ed0b47f,5.142857142857143,bir
112,09883d9ab71c8fe8a9bfc7fc3075b07e,14.25,beş
113,099095b050cfe8eb1ddff5317587e96e,11.1875,dört
114,09bad886111255c5b5030314fc7f1a4a,6.4,bir
115,09f952a5f58d2285b0372551ae8f9b01,13.55813953488372,beş
116,0a198e95d32b1be2da9424c962a6ebfa,16.0,beş
117,0a82f5fb06a4fe4ac2cf7cb412ec71b8,5.0,bir
118,0a85ebe4e328db81ac9109781205e2f7,5.0,bir
119,0aa2205ca24f113f4658a5c536667426,8.75,iki
120,0ac4201fda2c68ebc0e47cb9423cf3c9,12.666666666666666,dört
121,0ad80de75c811326389cfb1daba7d45e,9.0,iki
122,0adac9fbd9a2b63cccaac4f8756c1ca8,13.119565217391305,beş
123,0ade5cc4a305ed7093a23f68ca47519c,6.5,bir
124,0aea4c6ae1505b3228ddf3dd7822ee5b,14.0,beş
125,0af2ab31141893d26aca5a404a537dab,6.0,bir
126,0af977692321d895349eded183341d28,2.0,bir
127,0afccdb8a34ee5c79f7c06faf2b4d56e,13.458333333333334,beş
128,0b0ddbc7b9d9584f442c7ac92b0ff6c9,12.0,dört
129,0b18d63d0cd1d723567903fd34a07df2,7.222222222222222,iki
130,0b1ca3ef18a63d7eb0c8897fa0849c08,6.0,bir
131,0b35c634521043bf4b47e21547b99ab5,21.314285714285713,altı
132,0b46f784306be7200ca1700aa55d819f,3.0,bir
133,0b64bcdb0784abc139af04077d49a20e,8.25,iki
134,0b90b6df587eb83608a64ea8b390cf07,14.593333333333334,beş
135,0bae85eb84b9fb3bd773911e89288d54,10.284615384615385,üç
136,0bb27263628258b8111a0262769fa9db,42.0,altı
137,0bb738e4d789e63e2267697c42d35a2d,11.928571428571429,dört
138,0be8ff43f22e456b4e0371b2245e4d01,10.406896551724138,üç
139,0bebbb2cea103a4a020c95d43fd7d754,5.777777777777778,bir
140,0bf0150d5b9d60d9cd2906003332f085,13.736842105263158,beş
141,0bfd0b434243adc5c2e1aa6baf19c6aa,6.0,bir
142,0c7533c71df861ec58ad7ff999ed0e8d,10.851851851851851,üç
143,0c7f30ae9b147eca07affbef92832a6a,8.6,iki
144,0c8380b62e38e8a1e6adbeba7eb9688c,13.53125,beş
145,0cab2da43793a6f3c5ed8514c5f54627,4.666666666666667,bir
146,0cbcee27c791afa0cdcb08587a2013a8,12.555555555555555,dört
147,0d33a55da925bbf1ff02af5f6059fc7f,8.55,iki
148,0d4c8269e7f0401201794deef160edd6,14.5,beş
149,0d83f8e03188682112cc0d93523705cc,16.75,altı
150,0d85bbda9889ce1f7e63778d24f346eb,14.959183673469388,beş
151,0daf5180aa44356f60f8effa533b55a2,8.5,iki
152,0db783cfcd3b73998abc6e10e59a102f,11.689922480620154,dört
153,0dd184061fb0eaa7ca37932c68ab91c5,13.121212121212121,beş
154,0ddefe3c7a032b91f4e25b9c3a08fca1,7.666666666666667,iki
155,0df3984f9dfb3d49ac6366acbd3bbb85,9.590361445783133,üç
156,0dfbed20065e425d2eaefb101f9816c0,21.666666666666668,altı
157,0e44d110fa6a54e121cb2c095a77762f,11.833333333333334,dört
158,0e72c1a751b496722a6cb1f10653b62a,6.666666666666667,bir
159,0e982cff76cc0579f632cea8a0e38c9d,9.0,iki
160,0ea22c1cfbdc755f86b9b54b39c16043,11.121212121212121,dört
161,0eaa7e33d73809f1f925f7d07c506cbd,5.866666666666666,bir
162,0ebd97a106433a45a4aebe57c1799778,9.777777777777779,üç
163,0ec28cec4046a4a199b6de9b4c891d97,10.666666666666666,üç
164,0ed6ce5d87fd9c69eaacaeb778d67235,15.928571428571429,beş
165,0ef83d7d83ed97cd2a0049ac8be5f88a,9.272727272727273,iki
166,0f0c984a4a955310903b6b6008660bad,14.25,beş
167,0f519b0d2e5eb2227c93dd25038bfc01,12.0,dört
168,0f7eea709efdf942b5f95c7516dbacd7,8.333333333333334,iki
169,0f80a40c312b2472dca482cf50f5186f,5.0,bir
170,0f94588695d71662beec8d883ffacf09,15.0,beş
171,0fe2d9733ed841eb064503920015a8c0,8.666666666666666,iki
172,0ff83046c3fa22efee8ecf291888b191,12.88888888888889,dört
173,0ffa40d54288e4f3499b8780dd0f144f,13.25,beş
174,10076e5788b8ee532724bcd460baf762,10.4,üç
175,10089e9f2fd0c668a8fd4e52e1698888,7.666666666666667,iki
176,101a3a003516bc11253298b2fad3cb65,6.4,bir
177,1025f0e2d44d7041d6cf58b6550e0bfa,12.60847240051348,dört
178,10264f60a8f0a4d2f30810f5c661c673,4.0,bir
179,1099a00e0ee3a50935e6c2447ca090c5,15.333333333333334,beş
180,10cdd491d1dbea8fb4ead97b19c334ce,7.0,bir
181,10ff823eda2b032e2c93d17a7d294736,9.875,üç
182,112453736dbe3889cfb74e1aaa0ba0c1,16.0,beş
183,1127b7f2594683f2510f1c2c834a486b,9.145631067961165,iki
184,11305281b50fff20ae8bb473f8e11876,13.757575757575758,beş
185,113e3a788b935f48aad63e1c41dac1bd,13.31578947368421,beş
186,116ccb1a1604bc88e4d234a8c23f33de,8.803921568627452,iki
187,11742f81550ac064cc9a40f67151d9ad,9.0,iki
188,117cfc326c6d50da67ca858ff5c0c852,5.8,bir
189,11938fcc75f6902fea1d0a6f72b54a57,22.5,altı
190,119c7f1a00ef43fad0e57604e76a747c,6.0,bir
191,119d1aef1b4144adba89163f6cd9f5d4,4.0,bir
192,11bfa66332777660bd0640ee84d47006,16.304347826086957,altı
193,11d4c477d09821164bca4f70a2eae031,7.0,bir
194,11eac105f3f90a9b87b19c89d91e24f3,9.2,iki
195,11fb6f6d341adbe19e81733701704635,5.333333333333333,bir
196,120476eb7a04c149d14772edaf5d9bf2,7.75,iki
197,1284de4ae8aa26997e748c851557cf0e,19.333333333333332,altı
198,128639473a139ac0f3e5f5ade55873a5,14.311411992263055,beş
199,128f9bfbe4c7d5185033914b1de3d39a,11.818181818181818,dört
200,12a8eb0f8d1cd3270695bf2a99f55966,20.5,altı
201,12b9676b00f60f3b700e83af21824c0e,15.053030303030303,beş
202,12c2ed9cded6138cf0c75f525f565fc7,15.333333333333334,beş
203,13074f016982ff2bd6c58ced8682f000,14.923076923076923,beş
204,131fcb0a0c9a47bba4474aacff0f14b7,4.0,bir
205,1336efc61c316ddf92c899eb817f7cae,12.23076923076923,dört
206,134285d1f41da5c13a756ee8142c8a4e,8.333333333333334,iki
207,134a288e7de827ec5ec62e3ec9c3a295,9.333333333333334,iki
208,134b867a0f7f8bbe6abf10f91874891e,13.0,dört
209,13511db12ac61e2f89c53b72a944a60b,9.166666666666666,iki
210,1352e06ae67b410cdae0b2a22361167b,34.5,altı
211,1354d51653f645349064725ed204e85e,9.61111111111111,üç
212,138dbe45fc62f1e244378131a6801526,6.348837209302325,bir
213,139157dd4daa45c25b0807ffff348363,1.0,bir
214,13c2ed7698b3ca92dad49e849219da59,10.875,üç
215,13d058e4eeac2ce8217660b2f8a05812,11.363636363636363,dört
216,13d95f0f6f73943d4ceffad0fc2cd32c,22.0,altı
217,13dd308f81fea30cc670c656b2b46cc3,3.6666666666666665,bir
218,13e85aac53340018b40c2af68001b7e0,18.0,altı
219,13f57c12a00ed4610db646b913a7f5c6,13.833333333333334,beş
220,13fa2a6c6b9d0f43cb588d7c82117a12,21.0,altı
221,141440cad9341e553f8401c574a2aa38,6.7272727272727275,bir
222,1430239a858e7682bbc43b20758af153,7.8,iki
223,1444c08e64d55fb3c25f0f09c07ffcf2,10.0,üç
224,1464afc72f696af775557a821c2e253f,11.535714285714286,dört
225,14a08204d03bb6b6bde8029f801ae0eb,9.23076923076923,iki
226,14d7985702e72162bbf13b6beb74ab2b,11.0,üç
227,14ee35374a7876217954b5fa08e50463,19.2,altı
228,14f2b3587172b9db894c9bad8dab520b,14.0,beş
229,152ee17e4c8aaf53dac99f3462e4999b,10.5,üç
230,154bdf805377afea75a3bd158e9eab10,25.0,altı
231,1554a68530182680ad5c8b042c3ab563,14.311203319502075,beş
232,157c3e4b42f81ac4a44e8b1ca2fe9876,11.875,dört
233,1588ac4010787100dddef64568f0ae35,19.666666666666668,altı
234,15aac934c58d886785ac1b17953ea898,12.833333333333334,dört
235,15b3b1b81484422eb41df68ac87f1f50,15.0,beş
236,15cd6eefe58588619aaed41dfa6621b1,16.285714285714285,altı
237,15ead3a5037a918ddb520dfe39a3d2b9,15.8,beş
238,15fa791d5e017f66402dc28c44480657,11.375,dört
239,160851d3ece7aa1a510f8d1a4bb8a8af,5.5,bir
240,16090f2ca825584b5a147ab24aa30c86,9.083969465648854,iki
241,160e4f13fd3a64b1b86807be88b5ffb0,14.5,beş
242,164a5a8794e6d42e14f55e447b12a3bc,13.0,dört
243,165b1235e9e9942cb5fae67103576fb0,7.636363636363637,iki
244,165fc07beebdcb6190fba8a06db2a449,13.0,dört
245,1660ad786c27fd935378b6192a90b417,8.3,iki
246,166e8f1381e09651983c38b1f6f91c11,14.0,beş
247,167fd940acebc789debd6eb418c46e38,15.4,beş
248,1690cada046eb7e92c12f98b1f8a8167,7.2,iki
249,16bdc8cefd0e32a6f0824d296c5ad14a,9.0,iki
250,1703bc09972dab9782e7a9194943b69f,12.0,dört
251,1710c3aaa9c6b44ec3883ee0fe300e21,6.0,bir
252,17306570e772e7718c92a562d33f5f1d,14.875,beş
253,173d56ffbd4c56cb80fc3615487d712b,6.5,bir
254,1746c1ae87ac63d530c7c943d0ac42e2,23.0,altı
255,1771297ac436903d1dd6b0e9279aa505,9.074074074074074,iki
256,1782ce2db72c3dda627d5e7c898104e1,32.0,altı
257,17908cf9b444ee34047cadd5c0f4a516,18.90909090909091,altı
258,17998cf586426bf0f2c3726cb0a4b211,6.0,bir
259,179d859f51292aac5c10806a356f7af9,8.777777777777779,iki
260,17a053fcb14bd219540cbde0df490be0,12.490384615384615,dört
261,17ca9b9e9b9ef8fdb529001b49ebb50f,8.20183486238532,iki
262,17e34d8224d27a541263c4c64b11a56b,14.251028806584362,beş
263,17eea220a40cc0d2c0c5346379682398,25.333333333333332,altı
264,17f51e7198701186712e53a39c564617,23.82,altı
265,180c3376aff0e43dd5788709df48a843,22.75,altı
266,1835b56ce799e6a4dc4eddc053f04066,13.700934579439252,beş
267,1838dd9b8977065acf51d95e0053ea7a,12.62295081967213,dört
268,184725737946a1a938bbbd1a9e978103,8.666666666666666,iki
269,184a67a8f9f63234d3a92340bbdb727f,19.6,altı
270,186cdd1b2df32caa72cfb410bba768d3,9.0,iki
271,189ca3538ce9f920cacf0f982cbe223b,4.25,bir
272,18a349e75d307f4b4cc646a691ed4216,11.388349514563107,dört
273,18e694e0e48ed6f7aa3f24aade5fd697,5.866666666666666,bir
274,1900267e848ceeba8fa32d80c1a5f5a8,13.544072948328267,beş
275,191d55f7edb8524d525ed01b20fe32e8,22.333333333333332,altı
276,1927cdb9fa74f5270097f6250e8e8f34,8.0,iki
277,19484c79cef6c062cb177aa4ef2fcc3c,21.0,altı
278,1961c3e1272bfeceb05d0b78b5bbfdaf,7.0,bir
279,1976a05ecf2996d6ffb7b5430e635fe7,17.5,altı
280,1987cd4be10fe09ee50454f9c354d1c6,15.285714285714286,beş
281,198c7ea11960a9844b544d9bcdca860c,14.56,beş
282,1996942dc085d7773ba77a529b163cd0,10.875,üç
283,19a7c9f66ffa6452ff4b4c0cca71da27,25.0,altı
284,19d62d484cba71963c93f0f00ab42013,14.0,beş
285,19e0f40a907ec568c34bfac15de4f4a1,5.75,bir
286,1a3df491d1c4f1589fc2b934ada68bf2,14.707792207792208,beş
287,1a8e2d9c38b84a9702ac7922924b0573,16.0,beş
288,1a932caad4f9d804097d7f8e615baed1,10.3125,üç
289,1acde099eb406aa220b1169b188b42da,11.625,dört
290,1b0b0f4f95e962d6f32fe90c759d0479,9.5,üç
291,1b1ae47a313a825a7ccceb8e2e30fa9d,10.222222222222221,üç
292,1b45169b635ef59425637e9a33eb5fb3,8.166666666666666,iki
293,1b4b28463457a256e9a784ebe2a8f630,14.0,beş
294,1b4c3a6f53068f0b6944d2d005c9fc89,14.560747663551401,beş
295,1b61fb1f0f2185d89e9a126c498e9cc7,11.0,üç
296,1b65c144b17e607c0f37f10bb7dfec8d,9.75,üç
297,1b7e5006cb25dd23ce8686691013b121,15.363636363636363,beş
298,1b8356dabde1d35e17cef975c3f82730,10.527272727272727,üç
299,1b8b75e227c9a9c100d0c210fb6176ce,14.933333333333334,beş
300,1b938a7ec6ac5061a66a3766e0e75f90,11.692307692307692,dört
301,1bb2bdb95f4841f1bba2c0d2cd83d3c9,12.342105263157896,dört
302,1bb3812d5f0747a3ab7348f199001a10,12.666666666666666,dört
303,1bc2e21de46adfea6b98cc96b00f3b40,16.5,altı
304,1c129092bf23f28a5930387c980c0dfc,11.76086956521739,dört
305,1c40343cc5d18c2d8248ac2f3366de34,7.647058823529412,iki
306,1c56ffe0e9dea2657fc6e95b53f40b13,6.666666666666667,bir
307,1c5e4e49b9079480255b49d50aac1aa9,8.666666666666666,iki
308,1c68394e931a64f90ea236c5ea590300,16.416,altı
309,1c742ac33582852aaf3bcfbf5893abcf,6.0,bir
310,1c83418358f249c9d6affa52d579db0e,10.0,üç
311,1ca4bdb0cd7fc48e949bac066188ed26,14.0,beş
312,1ca7077d890b907f89be8c954a02686a,15.68,beş
313,1caf283236cd69af44cbc09a0a1e7d32,13.413793103448276,beş
314,1cbcd2ee0afb3fc09963b87eb65e7e4f,4.0,bir
315,1cbd32d00d01bb8087a5eb088612fd9c,12.363636363636363,dört
316,1cbd50a8c52e6cf8e315c5709fab386f,19.0,altı
317,1cbdc7cf130a41fd13a3c2a7d2fcfda7,8.5,iki
318,1cd9e0cc1839d55516843def5600816d,7.6,iki
319,1ce3ae5a399804d1a87e706f8a813c3e,15.542857142857143,beş
320,1d0646a72178a6fb37ee8082140e06ec,7.5,iki
321,1d0997ff06b524ce9289ffd75114ecd3,17.0,altı
322,1d139e3a3b14025640d8df1b230aace0,7.0,bir
323,1d1bbb8ac1581824986f582583fff01d,9.0,iki
324,1d2732ef8321502ee8488e8bed1ab8cd,12.0,dört
325,1d29dfba02015238dfbe2449a5eaa361,15.25,beş
326,1d4587203296c8f4ad134dc286fa6db0,9.236842105263158,iki
327,1d503743d2526f03f0c2c89540ee008c,11.090909090909092,üç
328,1d8dbc4f32378d715c717c1c1fc57bae,15.869047619047619,beş
329,1d953075c2f0dd990bacf27b83b330f1,7.0,bir
330,1da366cade6d8276e7d8beea7af5d4bf,17.974358974358974,altı
331,1da3aeb70d7989d1e6d9b0e887f97c23,8.701680672268907,iki
332,1dc2de47ee26a0a5b12dc14fd6dc0dea,14.727272727272727,beş
333,1dcfa3835714681d4ba4a93bc1e0fd41,15.0,beş
334,1dd33b8119b3cb1056ed5dc88cd0aaf4,11.0,üç
335,1de62b6f2fd96227629786db492433db,4.0,bir
336,1dfe5347016252a7884b694d4f10f5c4,19.555555555555557,altı
337,1e26c56af8d48424e1df0140a2401f83,5.5,bir
338,1e47d8b6546eb3a77b1acddcc9406242,35.0,altı
339,1e47defeeadeca0e9a18fa5a9311e735,12.0,dört
340,1e483cc5c76fef08d3ca05f9a8af7d01,8.444444444444445,iki
341,1e8b33f18b4f7598d87f5cbee2282cc2,7.876190476190477,iki
342,1e8c6a4c538f286aee9573239740a4b4,7.0,bir
343,1e9d5a33694bddb76316fd1f54734d20,12.0,dört
344,1eade46fba20122dc4aefb379f8c636b,12.727272727272727,dört
345,1f1bb1f0859883505541bdd6606193e5,14.076923076923077,beş
346,1f2eebc0e970fd3c463e4f5d9652687a,12.0,dört
347,1f50f920176fa81dab994f9023523100,15.934283452098178,beş
348,1f7dfad2cb384ea4d2d7e1ffbd78c407,6.0,bir
349,1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,7.0,bir
350,1f867308a0ce13133a4e639ff4de0c02,10.833333333333334,üç
351,1f9ab4708f3056ede07124aad39a2554,14.6,beş
352,1fbe10c70e30765ed1de86d9f7e98409,22.0,altı
353,1fdc574883ef3b33ad41562d93f3a74a,11.11111111111111,dört
354,1fe5540d7c1c37a595fefbacd5570d9e,12.055555555555555,dört
355,2009a095de2a2a41626f6c6d7722678d,8.857142857142858,iki
356,2039c5e51785b5dde7cf93ccb3b7be2c,8.0,iki
357,2059c39f76271d4ca3f15b5ffaccc8b8,9.666666666666666,üç
358,20611af7866c6068fd5ae1f9dbe15c92,8.5,iki
359,2063dd1b9f568df1c16741ea7d3e6adb,12.666666666666666,dört
360,2075d8cd4dd63ff12df0749a5866bb06,4.666666666666667,bir
361,2089a6d640999f9b9141ac719b2af596,19.825,altı
362,20a7efa9721046319bdde5d60b6b5365,23.5,altı
363,20a8b0dc55da94fe74d112082427c84f,8.142857142857142,iki
364,20b54c376b794ed028df09a3cd88e8dc,21.142857142857142,altı
365,20cb7c2fde3e5bf10f0bbe7394e1c6a9,12.89655172413793,dört
366,20d53aad4fe5ee93a64f8839609d3586,39.0,altı
367,20d83f3ef0e6925fd74bfd59170babf7,9.193548387096774,iki
368,20f0aeea30bc3b8c4420be8ced4226c0,45.0,altı
369,2138ccb85b11a4ec1e37afbd1c8eda1f,11.394366197183098,dört
370,213b25e6f54661939f11710a6fddb871,15.679389312977099,beş
371,213fafb0ca06fb3d5886579c2565791b,4.0,bir
372,2156f2671501a81034d7d07f217609d0,15.238095238095237,beş
373,217f005bb37ff3aeef5b2ae1788e75ba,17.0,altı
374,218d46b86c1881d022bce9c68a7d4b15,14.24,beş
375,218f991754f360af9c2daa5e0b8e990c,13.857142857142858,beş
376,2199e7fe213c16213bf5d6a7eadc9a5d,10.142857142857142,üç
377,21c62b998a043ebe31161d38f84929fc,13.5,beş
378,21d59342ba150175ca2aa4f8faddeca6,11.0,üç
379,21e83881401b92b49fb09a16d3852291,10.916666666666666,üç
380,2235cf78d3e2073a88146a9cb60f0dd0,15.0,beş
381,226b05fe067266c59c15dae208213d06,10.666666666666666,üç
382,228e4c1a0be164f613d41c24345f9d2c,11.0,üç
383,229c3efbfb0ea2058de4ccdfbc3d784a,11.524390243902438,dört
384,22a23e5ac7061fc538cc2a019afaaf16,11.0,üç
385,22c32ec35d0116ef02c281798a25bf8b,11.25,dört
386,2305ab43e846518f58dd9d59f3f54e96,12.0,dört
387,232a6014e7b10cba61c6c2b2ea6bb4b0,13.806451612903226,beş
388,23613d49c3ac2bd302259e55c06c050c,14.7,beş
389,236585a4ddb5fea9fa40233e2249ed91,13.0,dört
390,2379bdc3888025689a9deb7b141507d5,18.22222222222222,altı
391,238fac594e170b59c6d228f5a4f4f1d9,11.407407407407407,dört
392,23a0ffca143a15b9b5bbdb7d552f626a,11.476190476190476,dört
393,23c38debaffe4a25a30fdbd9b586a13f,11.6,dört
394,23ca5f678e0b3ea6c630b30fa8bf51ea,7.5,iki
395,23d7c96d4a1160db1c726b248601b25a,13.04,beş
396,23ff42c4bf1f8f16cddb19d8b972974a,11.5,dört
397,240b9776d844d37535668549a396af32,11.470588235294118,dört
398,244c2f1bff6afe1f2eaf9bfe9b2aed38,12.7,dört
399,247587846358bb1d2e4c6522020b36fe,5.0,bir
400,2493dc3f20131696a0ecdb9948051a8d,9.5,üç
401,249f0e9905a6e06ad6c6bea7547ab9f6,5.5,bir
402,24a6daf925d9d591870a66660416de31,13.5,beş
403,24c1de8d9551c0b4fbc53317d53efda8,13.0,dört
404,2528513dd95219a6013d4d05176e391a,10.725352112676056,üç
405,2528744c5ef5d955adc318720a94d2e7,10.0,üç
406,252e76235acb79183cfca6e34f13337d,12.5,dört
407,253c025bab43881055aeecde5e2d8b77,17.0,altı
408,253f95b3a0e6983ae18aed49fbc2b845,9.0,iki
409,257e61d3251fb5efb9daadddbc2cf7ca,8.083333333333334,iki
410,258447aad3f7b01e2643c89f64dc5647,8.0,iki
411,259f7b5e6e482c230e5bfaa670b6bb8f,8.92741935483871,iki
412,25be943a321c8938947bdaabca979a90,3.0,bir
413,25c5c91f63607446a97b143d2d535d31,14.8671875,beş
414,25cf099de44674fde97473224f9d59ab,9.3,iki
415,25debeafbce801fdd479539350185eee,15.25,beş
416,25e47381a6c510ddeb36084e33b89f0c,10.333333333333334,üç
417,25e6ffe976bd75618accfe16cefcbd0d,10.28,üç
418,262237171f48e85819065498cac80d7b,11.0,üç
419,2646baaf662d4d92ac48f047e35db92d,5.714285714285714,bir
420,26562f211dd1364af2a8596dc945e8ae,2.0,bir
421,265fdc289dffa9f1ad801c74f7d0de47,7.0,bir
422,26785a546900236d66f2e4197c211158,5.733333333333333,bir
